"spec","N","M1_pos_var","M1_resid_var","null_VPC","M4_pos_var","M4_resid_var","adj_VPC","adj_additive_expl","gradient_fold","lowest_pos","highest_pos","lowest_median","highest_median"
"primary_0_10",14601,0.0289249814988335,0.906876321454011,3.09093195399099,0.00249935122501736,0.795536997783167,0.313187642157353,83.1905873986382,2.54237288135593,"White | Man | High","Black | Woman | Low",1.18,3
"sens_0_20",16142,0.0485067496836944,1.17311282604052,3.97069191159107,0.00276764134888585,1.02867615657184,0.268326917517475,86.0472063263937,3.27868852459016,"White | Man | High","Black | Woman | Low",1.22,4
"broad_0_200",18463,0.109982451264919,2.1984505048658,4.76437710581235,0.00278861504646876,2.0449249112551,0.13618189315306,94.0456263881572,3.99652777777778,"White | Man | High","Black | Woman | Low",1.44,5.755
"capped_at_10",18463,0.0571912162863195,1.19734035597297,4.55877058425271,0.00154767793660605,1.07478477021763,0.143791812581709,92.7240783836261,3.99652777777778,"White | Man | High","Black | Woman | Low",1.44,5.755
